query_id,cleaned_query,label
17832,tell me control of aphid in papapya,6
51498,weather report in dinajpur north district,8
66993,for flowering,0
21040,paddy nursery termite problem,6
7305,tell me control of funges in cumin,6
58810,weed management in makka,9
49612,asking about basmathi seeds availability,3
93983,tell me nutrent in moong,5
77629,asking about flower shed in lab lab,6
65533,weather information in balrampur,8
47538,information regarding weather of mewat,8
30323,asking about need for earthworms,3
1841,preventive control of paddy stem borer15 days after transplanting,6
55211,asking about weather forecast sailu tahsil,8
96455,plant protection in pumpkin,6
66696,tell me fllower droping control in cotton,5
46076,farmer needs information regarding weather information for kumbhraj block madhya pradesh state,8
92606,blast disease in paddy,6
37703,information about insect problem in paddy crop,6
94272,fungus problem in sugarcane crop,6
7440,paddy foliar application information,5
13313,tell me weed control in bajara,8
91541,asking about aphids management in cowpea,6
13112,makka me jad pe soondi laga hai,6
11135,disease and pest problem in dhaincha,6
77686,asked about paddy stem borer management,6
80783,farmer need information know vareity of bhindi,0
29152,asking about weather report of karimpur ii block in nadia district,8
35280,plant protection in garlic,6
68215,asking about blackgram market rate at vellore,4
57961,insect problem in brinjal crop,6
85479,asking about top dressing fertilizer management for cotton hybrid,5
23614,information about weather of mirzapur,8
22381,tell me subsidy on diggi,3
20155,asking about mandi rate ki jankari,6
89907,asking about planting spacing for rose,2
37780,gehi me aphid control,6
32768,weather information,8
18823,farmer need weather information of khargone district of madhya pradesh,8
4469,farmer needs information regarding weather for khargaon dist of state madhya pradesh,8
44317,asking about weather forecast jath tahsil,8
37951,tell me nimetone control in pomegranate,1
7667,tell me flower drop control in pomegranate,1
2578,asking about weed management for fodder maize,9
71987,information on beekeeping,0
99582,asking about drenching on chillies,5
50476,12,8
67148,asking about varieties of sesame,7
68,tell me control of white grub in wheat,6
6704,tell me about rate of guar in nokha mandi,4
96964,asking about sowing season for cumbu,7
3063,farmer wants to know information about weather report of khargone district,8
68876,aphid control in corinder,6
67272,plant protection of mustard,6
44039,asking about shoot borer in maize,5
7990,asking about leaf spot in gherkin,6
47861,mitti ka upchar,1
55958,termite control in paddy crop,6
18188,seed treatment to sugarcane sets,5
37927,asking about garlic chilli ginger extract method,6
38417,availability of spawn,4
27658,varieties of cabbage,5
4380,tell me about subcidy of goat farming,3
96646,tomato me mahu ka lagna,6
59930,information regarding iari new delhi pusa toll free no,2
30065,guava planting,0
50490,asking for weather report of west tripura,8
87820,weather information district lucknow,8
8360,asking about boron deficiency management in coconut,5
64184,farmer wants to know weather information of rewa district,8
99370,asking about whitefly in bhindi,6
17338,root borer problem in cane crop,6
51756,farmer wants to know information about how to control caterpillar in tomato crop,6
59560,weather report of jamalpurbardhaman,8
32061,asking about red spider mite management in brinjal,6
85431,information regarding weather gurgaon,8
96540,fertilizer dose for cotton,1
94006,control of yellow stem borer in paddy,6
38503,tell me black root control in moong,6
66408,weed control in nursery bed of paddy,9
20897,kaddu ki khet me pani hone ke kaaran sadan ho rhi hai,6
1496,soil helth card,8
70968,information regarding to weather jind,8
48588,tell me control of flower dropping in ridge gourd,6
15412,shoot and fruit borer in brinjal,6
68282,asking about tirupur district today weather report,8
14026,solar pump lagvana chahte hai,3
62896,sugarcane pink borer,6
28305,pls tell me weather information for bulandsahar,8
56948,farmer wants to know information about how to control of fungal attack in paddy crop,6
52046,information regarding weather in bhiwani,8
50774,asked about fertilizer dose of chilli,1
48707,asked about sesamum variety,7
25179,insect control in paddy,6
9415,aam men baur gir rahaa hai,6
31714,tell me aphid control in cotton,8
76807,fungal problem in citrus,6
14663,asking about tirunelveli weather report,8
75299,information about soil test lab,3
15681,farmer wants to know weather information of khargone district,8
81538,stem borer control infarmetion of paddy,6
49054,canker disease in lemon,6
54611,tell me disease control in gwar,6
24689,tell me pest control in bajra,6
96653,weed management in wheat,8
80433,ask about use of imidacloprid and chlorpyrifos in green gram,6
73904,informfor weatheration,8
61269,asking about wilt management in coconut,6
27803,banana ki jankari,6
10494,dhaan me pattilapetak rog laga hai,0
61547,asking about acid treatment in drip irrigation,8
40166,asking about the weather for west tripura,8
54050,rhizopus rot control in jack fruit plants information,6
71975,asked about attack of sucking pest in groundnut,0
20045,fertilizer spray on tomato,1
10090,nutrient management in bottle gourd,5
18389,fruit borer insect problem in brinjal,6
8654,asking about calcium deficiency in tomato,5
31749,tell me control of yellow rust in wheat,6
26360,information for nutriants in paddy crop,5
40200,plant growth regulators,2
41827,asking about weather report of egraii block in east midnapur district,8
62501,tell me control of aphids in marrigold,6
34972,weather information,0
30923,how to control sundi,6
77717,mrntha me deemak ka prayog,6
36220,asking about botrytis blight management in rose,6
32468,tell me rust disease control in wheat,1
56215,asking about control of flower dropping in tomato,6
95796,leaf eating cater pillar in bhindi,6
19978,information about salty crop name,0
67811,information regarding fertiiser doses in apple plants,1
44198,how to control weed in empty field,9
47200,give me varieties of maize,7
59738,about weather information dist allahabad,8
41101,aam me sichayi,0
84481,farmer want to know information about how to control defoliators in soybean crop,6
75510,gehu me kida laga hai,6
51578,asking about weather forecast attack of leaf eating caterpillar soabean,8
46767,asking about chilli top dressing fertilizer management,6
31015,mausam vvibhag ka number de,8
92628,weather report in hoshangabad,6
1810,farmer wants to know information about weather of your vidisha district,8
46173,sheath blight problem in paddy crop,6
60309,asking about preventive measures of collar rot of groundnut,6
36965,jaunpur ka mausam,8
95558,information regarding how to control root borer in bajra crop,6
88382,foliar fertilizer application on cotton,1
45713,farmer needs information regarding weather for tonk khurd block of state madhya pradesh,8
5394,white grub in sugarcane,6
23076,nutrient for sugarcane crop,5
63133,isaha nagar me mausam,8
29635,information regarding control of afids and white fly in cotton,6
79409,tell me about the control of root rot in guava,6
12460,karela me kide,6
94988,asking about season and varieties for blackgram,5
23728,tell me variety of beans,0
13614,farmer need weather information of anuppur district of madhya pradesh,8
36014,asking about sugarcane research stationsirugamani contact information,8
84540,weather information of jahangirabad bulandshahar,8
83103,tell me about of msp,4
65438,farmer want to know information about how to control caterpillar in soybean crop,6
34830,tell me dbt registration related knowledge,3
76712,weed management in seasame,9
43114,tell me about ubsidy on pipe line,8
10314,goverment schem kisan pardarshi yojna,3
32084,control of sucking insects in litchi,6
11219,weather forecasting for shujalpur tehshil shajapur district of madhya pradesh,8
50783,asking about paddy soaking time,0
17992,leaf curl in chillis crop,6
68560,tell me cumin rate of jodpur mandi,8
62442,ask about gernal informati,4
61132,asking about anthiyur weather report,8
16172,askinga bout weather,8
68144,tell me inect control of gram,6
36024,information regarding spray dose of fruit development of cucumber,0
70259,seed treatment,8
93643,pokkahboeng disease in sugarcane,6
44257,farmer wants to know information about weather forecast in jaora sub district,8
62678,asking about krishi vigyan kendra karur contact no,5
1109,weed management in free field,9
81774,asked about the dose of mancozeb 75 wp,6
16125,banda ka mausam,8
22842,farmer need information how to enhance flowering tomato crop,5
92647,information regarding control of root rot in cucumber plant,6
280,mausasm ki jankari chahiye 25fb ko mausam,6
6106,asked about vellore weather report,8
19967,asking about foliar spray for plant growth regulator in bhendi,5
3481,tell me subcidice in sprinkalr,3
56830,tell me termite control of khejadi,6
92788,weather information district raebareli,8
8607,asked about tuberose propagation information,5
58958,asked about weed management in maize,9
19744,tell me about variety of coriander,0
60569,asking about drought management in paddy,5
82865,asking about weather report,8
77041,fertilier management of paddy,2
6959,asking about sowing season for jasmine,5
76422,asking about mealybug management in sugarcane,0
35836,farmer want to know information about how to increase growth and production of paddy,5
95651,tell me nutrient mg in wheat,1
18014,groundnut cultivation,7
60712,weather information of talgram,8
42203,tell me contact number medical help line,2
49253,tell me dairy farming,2
78253,asking about the seed availabolity of rice,4
22073,tell me white grub controle in groundnut,6
97675,farmer wants to know information about weather in ratlam district,8
94287,tell me control of bacterial blight disease in apricot,6
95813,information regarding the reclamation of alkaline condition,8
2738,solar pump ke bare me jankari chahiye,3
15065,regarding sooty blotch,6
34186,asked about brinjal whitefly management,6
61205,asking about perambalur regulator market contact number,4
12341,how to increase yield in paddy,0
15956,farmer wants to know information about how to increase growth of cotton,1
42654,papita ka paudh kaha milega,4
66166,farmer needs information regarding weather for raigarh district of chhatishgarh state,8
36471,information regarding weather of bhoranj,8
51553,farmer want to know information about how to increase growth of soybean,6
3673,weather information of badanu,8
78817,asking about weather report for madurai,8
70906,maize pink stem borer,6
59460,tell me about the subsidy of solar plant,3
98068,verification,8
57202,plant protection in the radish,0
8034,tell me control of bacterial blight disease in urd,6
31358,tell me control of disease in carrot,6
82814,weather information of mahrajganj,8
100466,pendimethleen lene ke liye kaha se sampark kare,9
25943,weather report of kalnaibarddhaman,8
55907,asking about flower shed in moringa,1
23764,farmer needs information regarding weather for zirapur block of state madhya pradesh,8
42884,varieties of arhar,7
4424,bhindi ki prajatiyaa,5
37733,stem borrer in sugarcane crop,6
12878,asking about nutrient management in mango,5
27266,farmer wants to know information about weather forecast of depalpur at indore district,8
30414,asking about ground nut combined nutrient spray applications,5
36871,asking about weather report of swarupnagar block in north 24 parganas district,8
14819,tell me about the termite control in guar,6
6969,tell me about dry root conttrol in garlic,6
72365,fungush control in kali tori,6
91746,weed management in urd bean,9
50143,plant protection in coriander crop,6
61868,information regarding weather in sirsa,8
1933,tell me about root rot diease control in chillies,6
12740,tell me control of insect in lobia,6
25446,farmer want to know about weed management in soyabean crop,9
48109,tell me nutrentmngment in groundnut,1
47263,tell me weather information bermer dist,8
3110,weed control in mentha,0
85589,farmer need information regarding control measures of white fly in paddy crop,6
48243,control of leaf eating caterpillar in okra,6
65737,information regrading fertilizer dose of apple plants,1
60895,farmer want to know information about how to control caterpillars in soybean crop,6
8274,asked about precautionary spray for cotton,6
78180,information regarding to weather in bhiwani,8
41698,asking about weather report in murshidabadjalangi block,8
89093,tell me nutrient management in wheat,6
21012,information for phasl bimaa yojana,3
93710,asking about sowing season for pumpkin,0
34593,aligarmka mausdam,8
88044,ask about fertilizer spray dose,1
60224,yellowing of leaf in maize,6
19173,tell me weather report in jhalawara,8
25246,calling in kisaan call center,3
13909,asking about attack of thrips aphids jassids on cotton,6
77209,tell me nutrient management in cotton,5
29083,kheri me mausam ganne ki buai karni hain,8
67101,farmer want to know about information of weather of shajapur district,8
4873,growth promoter of mango,0
56572,farmer want to know information about weather forecast in raisen district,8
85119,insect cantrol of bottele guard,0
75489,fungus problem in paddy,6
239,plz tell me weather information for kanth,8
28600,turmeric rhzome rot,6
45840,how to control of fungal attack in battleguard crop,6
43841,information about soler water pump,8
96897,information regarding control of leaf folder in rice,6
89559,asked about attack of fruit fly in tomato,6
31460,tell me mandi rate in masur,4
55464,farmer need information regarding control measures of white fly in moong crop,6
96044,asked about tirupur weather report information,8
4990,asking about banana weed management,1
80203,farmer needs information regarding flower increase in citrus,6
55952,tell me about the conttrol of insect in cotton,6
37111,farmer want to know information about weather of your guna district,8
70825,ask about larvae control information,1
30813,plant protection in bottle,6
87236,rhizopus rot jack artocarpus heterophyllus,6
80772,contacted the concerned person,6
24392,asking about control of sucking pest control in water melon,6
49494,bajara ki prajaati,7
2432,boring information,0
28188,asking about tuberose planting spacing,2
37487,how to control sucking in tomato crop,6
49757,tell me root cot control in bajara,1
97580,attack of mealy bug,6
60464,tell me market rate in guar,4
43906,asking about weather report in south dinajpur district at bansihari block,8
3002,tell me weather information of jaiselmer,2
13294,attack of blight on coriander,6
30650,asked about early shoot borer management in maize,5
46804,papaya damping 9off disease control,6
29940,tell me leafcurl control in chillies,6
48396,fertilizer use in pearl millet crop,1
36376,farmer wants to know information about weather report of sehore district,8
89059,fungus control in maize crops,0
25402,mandi information message khan se milega,2
8960,asking about leaf spot in curry leaf,6
82310,plant protection in cotton crop,6
12487,farmer want to know information about weather of your chhatarpur district,8
29454,asking about tkm 13 paddy duration,7
87983,tell me termite control in cotton,6
78337,asked aboutmaret rates of turmeric,4
79671,tell me root rot control in wheat,6
73395,farmer need information regarding control measures of flower drop problem in pomegrannate crop,6
8268,fungush control,6
6489,asking about the control of fruit fly in pointed gourd,6
95015,insect problem in brinjal crop,6
53413,farmer wants to know information about weatherin singoli tehsil,8
35474,asking about adt 37 paddy market rate in ulundurpettai,4
57591,hingh density planting in mango,0
3954,information about pradhan mantri krishi bima yojana,8
74850,groundnut root rot management,6
9790,wilt disease control in lentil crop,6
77643,groth improved in tomato crop,6
66014,control of collar rot in groundnut,6
97607,fertilizer dose in aloe vera,0
78311,fungus control of mango,6
74634,weather informaion of auraiya,8
31482,aphid problem in wheat,6
28784,farmer wants to know about rate of garlic at bina mandi of madhya pradesh,8
72103,pls tell me weather information for laharpur,8
96886,how to control of powerymildew in apple nursery,6
30208,tell me about insect control in moong,6
19214,farmer want to know information about control of flower and fruit pomegranate drop,1
77295,asking about the fruit dropping in mango,5
87484,control for aphid in pumpkin,6
84118,asking about growth regulator spray for jasmine,5
87804,tell me rajasthan state cooperative bank customer care,4
19873,information regarding pau contact no,8
12840,ask about gernal informationall information provided thanks for calling in kisan call centre,8
40223,information regarding weather in narwana,8
29082,irrigation at the flowering in acid lime,0
58883,please give me weather information,8
33208,asking about flower drop in pomegranate,5
47097,urea dose for apple trees,5
13920,root glan in the paddy crop,6
87530,neck false in paddy,6
31572,fertilizer dose in paddy,1
74165,weather report of chanchal block in maldah district,8
96659,tell me address of panth karshi bhawan,3
56561,farmer needs information regarding weather information for tarana tehsil in ujjain district madhya pradesh state,8
40210,weed control information of paddy crop,8
93427,farmer want to know how to control sucking pest in chillies crop,6
40170,which fertilizer and nutrient give for better growth in soybean crop,6
99048,early shoot borer control in sugarcane crop,6
712,termite control in bajra,6
100493,leaf curling in arhar,6
69882,farmer wants to knows information about weather in damoh district,8
36245,information regarding spray before fruit harvest 2025 days before harvesting in apple plant,6
22616,disease control in onion crop,6
37894,bhindi root insect,6
60861,mausamlalitpur,8
43846,fruit dropping in mango tree,0
10556,tell me insect control in groundnut,6
58549,mango malformation disease problem in mango plant,6
100451,ask about yellowingfertilizer dose,5
53752,soil teasting kaise hogi,2
63883,insert control in til crops,2
18401,how to control of fungal attack in soyabean crop,2
91008,mausam ki jakaree chahiye,8
87727,asked about fertilizer dose for phutava,1
40325,tell me contect number of electrical department,8
57948,asking about cultivation of lemon grass,2
19835,farmer want to know information about weed management in wheat,6
61498,asking about control of catterpiller in mango,6
98171,insect problem in sugarcane,6
32458,information of weather,6
36646,tell me mandi rate of gvar 3960 rs q,4
78096,asking about weather report rain fall in maldah district of gazole block,8
12755,tell me control of root rot,6
88136,farmer want to know information about weather of shahdol district,8
41641,asking about weather forecast shrirampur tahsil,8
88283,tell me about variety of coriander,7
99732,benzoate 5 sg ki dose kya hai,6
23339,information regarding weather in fatehabad,8
59880,asked about perambalur weather report information,8
22592,tell me insect control in rijka,5
91725,mausam ki jankari,8
20091,telll me growth in lemon,1
1961,asked about chilli mosaic virus,5
7839,control of leaf curling in betel vine,6
36079,information regarding weather in hsar,8
1287,fertilizer spray for soyabean,1
20183,fertilizer spray for growth tomato,1
77070,information regarding spacing in french bean,6
73255,yellow leaf of cauliflower,6
95881,pest control in mango plant,8
69972,information regarding weather in rania,8
34279,asked about coimbatore weather report,5
17416,weather information district azamgarh,8
43516,farmer want to know information about weather information in district,2
81628,farmer wants to know weather information of sehore district,8
42186,tell em subcidice in facing,3
90620,weed management in jowar,9
34439,plant protection of paddy crops,0
73917,root weevil in paddy crop,8
94963,information about weather of banda,8
50869,asking about pod borer pest management in lab lab,6
26561,tell me insect control in opuim,6
12642,insect problem in bhindi crop,0
95317,asking about control thrips in garlic,6
20791,asking about ponni market rate at madurai 060818,4
33119,farmer want to know information about weather report of panna district,8
59456,farmer want to know how to control fungal attack in paddy crop,6
64427,asking about suitable varieties for greengramadipattam,7
10785,tell me control of sucking pest in guava,6
17671,information regarding control of insect in cotton,2
16127,gangavalli cotton market rate,4
81354,gandhi bug in paddy crop,8
11941,rat problem,6
13236,tell me control of flower droping cowpea,6
26640,farmer want to know information about weather of khargone district,8
57758,tell me disease control in bitter gourd,6
63745,weather information in gonda,8
10693,farmer needs information regarding control measures of caterpillars in soybean crop,6
90468,leaf curl in bottle gourd,6
88228,termite problem in neem tree,6
59529,nutrient deficiencyy in paddy,5
5053,ask about gernal informatio,8
94161,asking about fruit flies in management drum stick,6
10771,weather forecast information,8
91650,weather information garautha jhansi,8
9965,farmer wants to know information about how to increase growth of onion crop,1
24873,asking about weather report for thiruvannamalai,8
73218,tell me insect control in bottlegourd,6
36299,farmer need weather information of sagar district of madhya pradesh,8
97612,information regarding how to control leaf curl in cotton crops,2
21728,tell me fruit related problem in lemon plant,1
81479,agriculture government schemes information,3
84421,asking about weather report in hooghlyharipal block,7
81023,mausam ki jankari chahiye,2
98480,information regarding varities of sorghum for fodder,7
20891,tell me nutrient management in papaya,5
18961,dhaan ke kalle kam niqal rahe hai,0
55941,farmer want to know information about govt scheme,8
29763,tell me kisan suvidha app,3
4335,farmer needs information regarding weed management of til crop post emmergence,9
23851,asking about thrips in sesame,6
64005,farmer needs information regarding about damping off in brinjal,6
30792,tell me about white grub control in mung,6
48181,ask about dusting for pests and insects controlsuggested,0
52376,control of stem rot chilli,6
41153,asking about contact noof kvk nanital distt,0
37317,farmer wants to know information about weather forecast in mungaoli sub district,8
34072,insect control in barseem corp,6
55765,farmer needs information regarding weather information for farmer needs information regarding weather information for barwani district madhya pradesh state,8
35916,tell me cut worm control in bhindi,6
14832,farmer need weather information of your buxwahachhatarpur district of madhya pradesh,8
28808,farmer rigistration,3
25341,good variety of red gram,7
24952,asking about tapioca whitefly management,6
97713,asking about drum stick foliar spray application,5
98819,insect control in bengal gram crop,2
68303,tell me control yellow majak in moong,8
76554,asking about capsule rot in cardamom,6
37206,spre machine lena chahate hai,8
23885,tell me about of subsidy in pipe line,3
88546,farmer needs information regarding how to increase growth of paddy,5
22618,farmer wants to know information about weather in,8
61726,farmer want to know information about how to increase growth of soybean crop,5
74938,rhizopus rot control in jack fruit,6
74018,attack of white fly 15 15,7
75245,information regarding dates of kisan melas of punjab agriculture university ludhiana in punjab september 2018,0
21811,regarding the insects problem in guava,6
47573,root rot in ground nut,6
4489,asking about weather report of sonarpur block in south 24 parganas district,8
2317,tell me subsidy on drip system,8
70770,asking about suitable ragi varieties in chithiraipattam,7
36276,information regarding improved growth in paddy,1
81451,kisan registration number,0
78675,tell me plant protection in jowar,6
66814,tell me about insect control in isabgol,6
57773,asked about sankarankoil market contact number,5
14790,information about weather of rampur,8
57530,pasupalan karna hai,3
43489,plant pprotection in cucumber crop,6
30177,insect problem in mango plant,6
10105,decrease flower drop in mango,6
23695,asking about market rate for small onion,4
9953,plz tell me weather information for dalmau,8
52378,asking about weather report for erode district,8
30117,pls tell me weather information for rahi,8
83997,ganne me uavara,6
40864,regarding drying of leaves in chillies,6
3148,tell me thrips control in cotten,6
7505,spray,6
87592,asking about palani dindigul weather report,8
36847,information regarding weather in ymunanagar,8
30555,information of weather,8
56041,how to control of leaf spot in tomato,0
76479,dhaan ke jado me kide lage hai,6
68148,information regarding for soil treatment befor transplanting of new apple plants,0
19672,tell me insect control in bajra,6
6427,fetilizer management in sugarcane,5
80574,dosage of triazophos 40 ec in paddy,6
24794,asked about paddy heading stage fertilizer management,6
18155,increase tillering in paddy,5
17813,asked about weather forecast of monora,8
67147,tell me nutrient management in lemon,5
71063,asking about the control of shoot fly in wheat,6
24378,asking about flower dropping management in brinjal,5
68614,apply 20 kg urea 50 kg dap 40 kg mopand 10 kg zinc in cotton at sowing time,1
57515,tell me insect control in gowar,8
79639,asking about block level agriculture office contact number,0
15798,asking about nursery period of papaya,0
4494,shoot borer in paddy,6
55099,information regarding weather in julana,8
88747,control of leaf eating caterpillar in mango,6
55029,information regarding weather in kurkshetra,8
95250,farmer needs information regarding weather forecast for rajnagar tehsil,8
64550,asking about weather report in midnapurwestdistrict,8
80100,solar pump ka ddjama hune ke bad bhi nahi lag paya,4
11406,information regarding weather of tosham,8
97177,farmer want to know information about weed management in sugecane,9
45192,asking about foliar spray for plant growth regulator ground nut,5
92951,how to control leaf curl in crops,6
100551,weather information of jalaun,8
97843,tell me variety of soyabean,7
21504,pyaaj me galan lag raha hai,6
99889,information regrading control of root rot in pea plant,6
71613,asking about rice stem borer management,6
1251,tell me contact number nrc camel,2
69852,asking about soil loosening management in paddy,5
34080,want to control immature fruit dropping in mango,6
70111,masan sahjkjh,4
32539,plz tell me weather information for mahrajganj,8
91253,farmer wants to know information about weather in sehore district,8
20010,pod borer insect problem in gram crop,6
91774,insect control in paady crop,6
78203,asked about grain discolouration management,6
75989,top borer control of sugarcane,8
40145,yellow leaf of paddy crop,6
24256,farmer needs information regarding weather information for district of state madhya pradesh,8
24410,information regarding weather in sirsa,8
91634,asking about weather report for thiruvarur district,8
16665,papite lagte hai aur jad jate hai,6
98354,information regarding the deficiency of mn in wheat,0
70355,asking about irrigation in chana,2
49454,control of grassy shoot in sugarcane crop,6
18083,disease problem in paddy crop,6
67893,tell me about the control of tikka disease of groundnut,6
76790,asked about weed management in maize,9
53659,tell me about soil culture practies,0
89905,weather report of mayureswaribirbhum district,8
28048,pls tell me weather information for sidhauli,8
93155,farmer want to know information about weather in your ashoknagar district,8
54476,asking about turmeric top dressing fertilizer management,1
16,kya ganna bone ke bad pani lagaa sate hai,0
23731,farmer want to know about control of weed in soyabean crop,9
57484,farmer wants to know information about weather of hoshangabad district,8
87057,plant protection in poplar,6
97709,information regarding to weather mewat,8
42353,asking about weather forecast attack of leaf eating caterpillar,8
81724,dhaan me kale kam ban rahe hai,1
51443,barabank ka mausam,8
25643,tell me about leaf blighte control in chillies,6
6335,how to control funjal disease in bajra,6
64630,asking about weather detail in thiruvannamalai,8
44761,asked about preventive measures for control of boll worm on cotton,0
58290,tell me about of insect control in cotton,6
22382,farmer needs information regarding for khargoan dist of state madhya pradesh,8
54119,armyworm control in paddy crop,6
68521,ask about white fly control informatio,6
12520,farmer needs information regarding weather information for chaurai block in chhindwara district madhya pradesh state,8
7014,farmer want to know information about control of flower bottle gourd drop,5
85577,varieties of bhindi,2
8977,farmer want to know information about seed treatment of soybean,8
21306,asking about rodent control in the field,0
18071,sweet potato,0
39904,how to control white fly in bottle gourd crop,0
67162,asked about weed management on maize,9
68886,lalitpur ka mausam batao,8
97841,tell me plant protection in papaya,6
27680,tell me control of kanal bunt in wheat,6
8523,farmer wants to know information about weather of sausar block in chhindwara district,8
54230,asking about storage pest in paddy,6
80689,cultivation of tulsi,0
86386,asking about tuberose weed management,5
27914,asking about sowing suitable varieties for late samba paddy varieties,7
3465,weather information of kasambi,8
3737,yellow leaf disease control in sugarcane crop,6
95896,tell e weather report in gangnaagr,8
80602,asking about weather detail for thiruvallur dist,8
2711,tell me insect control in lasoda,6
38381,farmer needs information regarding weather information for kumbhraj tehsil madhya pradesh state,8
19265,asking about cheyyar ground nut market rate,4
30195,tell me about white fly control in cotton,6
3073,farmer need information regarding control measures of caterpillars attack in banana plant,6
28163,farmer wants to know information about how to increase growth of maize crop,1
77114,reactivation in mango fruits,0
48827,tell me about aphid control in wheat,6
91506,farmer want to know information about how to control of weed management in maize crop,9
5915,drenching in cotton,1
428,information regarding weather hisar,8
44089,insect control management in cucumber,6
81750,leaf folder in paddy crop,6
18095,farmer want to know how to control sucking pest of crop,6
89137,tell me for control of termite in wheat,6
90317,asking about new variety of sugarcane,7
48310,verieties of sunflower,7
56225,asking about foliar spray for chilli,5
13413,ganne me bavar nahi ho rahe hai,0
93391,asking about weather report for erode district,8
85289,fertilizer dose for onion,1
100559,asking about coconut planting seasons,0
66083,tell me leaf curul control in lemon,6
87196,information regarding how to control fungal disease in paddy,0
20606,farmer want to know information about weather of district,8
63940,planting distnce of turmeric,0
31284,farmer wants to know information about weather forecasting in tarana ujjain district,8
62625,asking about sugarcane basal fertilizer management,1
38605,dose of koragen in sugarcane,6
10462,asked about attack of white fly,6
92686,asking about sesame variety,5
41663,aphid problem in urd,6
50928,flower drop in bottle crop,0
81438,plant protection mango,6
6731,asking about cumbu market price,4
19947,cultural practices in paddy,0
58624,governmment schemes,3
27657,icarnational research centre for grapes,3
28929,problem of weeds in wheat,0
73642,dhan me kharpatwar hai kya kare,0
59713,asking about red rust in citrus,6
66669,farmer wants to know about rate of bengal gram at piparia mandi of madhya pradesh,4
98442,termite problem in sugercane,0
56607,dhaan me pattilapeak laga hai,6
54929,asked about attack of sucking pest on soybean,6
34707,asking about weather report in 24 parganas south district,8
19346,tell me insect control in moong,8
75565,weed control in sugarcane,0
78856,weather information of kundarki moradabad,8
90233,leaf spots disease problem in bhindi crop,6
19359,farmer want to know information about weather forecast in district,3
54288,insect incidence in wheat,6
84293,farmer wants to know information about weather forecast of jhabua district,8
16718,diease infestasion,6
46704,weed control information,9
84284,asking about seed treatment in ground nut,0
51714,asking about micro nutrient ivy gourd,5
95374,nutrient management in lentil,5
28227,asking about need for borewell subsidi complaint,3
18157,information regarding date of kisan mela at bathinda,0
8096,asking about madurai kvk contact number,3
941,asking about turmeric weed management,8
69537,information regarding control of fly in paddy,6
37576,tell me department of agriculture phone number,4
46372,control of blight attack in onion crop,6
79664,information regarding spray after fruit harvest in apple,6
86246,how to control brown plant hopper in paddy crop,6
91593,farmer want to know information about how to control sucking pest in brinjal crop,6
3995,asking about paddy nutrient application for nursery,4
95009,information regarding rice ear cutting caterpillar in paddy,2
9636,farmer need weather information of your satna district of madhya pradesh,8
31153,asking about variety of blackgram,7
72417,tell me nutrient management in pearl millet,5
55597,farmer want to know information about govt schemes of horticulture,3
14960,asking about leaf folder control in paddy,6
62784,tell me nutrient management in onion,5
14149,information regarding how to control of leaf folder in paddy crop,9
17791,farmer wants to know information about weather his chhatarpur distt,8
93553,bahraich ka mausam,8
31165,asked about attack of pink boll worm on cotton,6
49654,regarding varities of mango grown in jammu district,0
86476,farmer needs information regarding weather forecast for khargaon district,8
68656,asked about attack of leaf spot and sucking pest on cotton,6
10851,plant protection in sugarcane,6
42969,bulandshahar ka mausam,8
56745,asking about gingelly market rate in villuputam,4
14554,insect problem,0
78178,tell me mustard msp rate,4
32035,asking about cuddalore district today weather report,8
3068,dhan ki pattiya pili par rahi hai,2
69404,black gram sucking pest,6
53104,farmer want to know information about how to control defoliators in soybean,8
54333,variety of chilli information,7
20794,dhan ki fasal ki pattiyo par keet laga hua hai,6
73912,fruit drooping in coconut,6
23056,tell me micro nutrient management in kino,6
87504,farmer want to know information about market rate of arhar in rahatgarh mandi,4
81683,tell me weather information of jhunjhunu dist,6
30360,plant protection in chillies,6
85130,farmer wants to weather information of shajapur district,8
28054,control for nematod in paddy crop,6
35371,farmer needs information regarding for narsimgpur dist of state madhya pradesh,8
7089,makk ki prajati batiye,3
90618,mausam ki jankari,8
12589,farmer want to know information about weather of umaria dist,8
59189,root cutting insect problem in sugarcane,6
48112,asking about sowing suitable paddy varieties for sornavari,7
7277,sugercane use in fertilizer,1
27148,asking about weather rain fall report in birbhum district,8
79555,information regarding pradhan mantri fasal beema yojana,3
29075,farmer want to know weather report in your ashoknagar district,8
82275,variety of deshi cotton,7
37632,sowing time of white yam,0
7282,flower dropping in mango,5
87660,flower drop in soybean,1
40337,termite problem in paddy crop,6
65752,gundhi bug problem in paddy crop,6
47663,information regarding growth promoter in tomato,8
77356,weather information,8
11333,onion leaf eating caterpillar management,6
96902,nutrient deficiency in bail,5
69021,farmer want to know about weather information for rajnagar chhatrpur,3
38007,tell me aphid control in wheat,6
79889,information regarding improved growth in guar,8
51420,query name of correction farmer registration,8
46015,asking about ash weevil in brinjal,6
14767,asking about attur salem weather report,8
50527,nutrients management in sugarcane,5
41521,how to control caterpillars in gram crop,6
2614,asking about rust and caterpillar management in groundnut,6
75247,fruit fly control in guava,6
15964,cotton nutrient management,5
25902,asking about false smut disease management in paddy,6
58322,asking about contact number of udhagai regulated market,4
34723,how to control white yellow leaf of paddy,6
69894,asking about thiruvannamalai black gram market rate,4
