query_id,query,label
55992,TELL ME FOR PROPER GROWTH IN TOMATO ?,5
23129,Mausam ki jankari chahiye,8
38541,Farmer want to know improve varieties of brinjal crop?,0
87049,weather in SIRSA?,8
30305,Farmer want to know information about weather of khandwa your district?,8
93565,Early shoot borer problem in sugercane crop..?,6
5636,Plant protection of cucumber crop?,6
66729,TELL ME ABOUT THE MANDI RATE OF MOTH BEAN IN NOKHA MANDI ?,4
44385,insect control in mango tree..?,6
12773,Thrips control in mango ?,6
48816,tell me control of disease in groundnut,6
60630,Asked about groundnut basal bio-fertilizer management,5
39220,Alovera cultivation..?,6
70906,Maize Pink stem borer,6
33777,Insect problem IN BRINJAL,2
45376,APHID ATTACK IN MAIZE,6
40094,TELL ME CONTROL OF FLOWER DROPING IN LAHSODA ?,6
5138,TELL ME ABOUT BLACK LEAVES CONTROL IN CAULIFLOWER ?,6
94238,TELL ME ABOUT BIOFERTILIZER FOR SPRAY,0
88028,Asked about  flower dropping   in chillies ?,6
72166,TELL ME TERMITE CONTROL OF BAJRA,6
67825,TELL ME ABOUT PEST CONTROL IN BITTER GOURD ?,6
4764,Asking about teak seeds availability information,0
25065,ASKING ABOUT  NUTRIENT MANAGEMENT IN MANGO.,5
25894,TELL ME SOWING TIME OF GRAP,6
62442,Ask about Gernal informati,4
6711,"Asking about Chidambaram, Cuddalore today weather Report",8
44337,Varieties and potash dose in cucumber?,7
38592,Fertilizer Dose in paddy  ?,8
90899,Farmer needs information regarding weather  for Khargaon        district of M.P.state?,8
57133,TELL ME BLIGHT CONTRIL IN CUMIN,6
67964,TELL ME FUNGAL CONTROL IN ORANGE,6
95723,TELL ME INSECT AND NUTRIENT MANAGEMENT,5
21223,TELL ME ABOUT YELLOWING CONTROL IN GUAR,6
91079,ganna ki fasal me kya dale ?,1
16090,Asking about weather forecast Kalamb Tahsil  ?,8
87761,Asked about coconut stem bleeding management,6
44518,Information regarding weather in palwal   ?,8
73136,nutrient management of sumer season paddy........?,5
48669,Farmer needs information regarding weather  for  Ashoknagar district of M.P.state?,8
3815,Give me weather information  ?,8
20921,TELL ME FLOWER DROP CONTROL IN,5
61845,FRUIT dropping problem in mango,6
42628,Asking about sowing season for Bitter gourd,2
50001,ganna ki prjati,6
7827,chinch vaan,7
27514,Asked about Attack of wilt?,6
94642,asking about Termite control for all crops,6
63584,fungus problem in papaya...?,6
1181,TELL ME ABOUT SHOOT BORER IN BRINJAL ?,6
80626,asking about weed management in fodder crops,9
55213,ASKING ABOUT THE FERT. DOSE FOR RICE.,0
25365,Asking about blast disease management for paddy,6
53697,Farmer wants to know information about weather of bhind district?,8
54158,Weather information of Gudgaon ...?,8
612,last dose of nutrient in sugarcane?,5
72314,disease problem in banana ?,6
85261,CHANE ME INSECT,6
83304,infection in Garlic ?,6
17866,How to prevent fungal diseases in gram ?,2
6326,ASKING ABOUT WEATHER REPORT OF MAYURESWAR-II  BLOCK IN  BIRBHUM DISTRICT .,8
56843,GANNE ME KEET CONTROL...?,6
96684,insecte problem in the gram...?,6
87830,plant protection of safed musali ?,6
15056,Asked about bush beans collar rot management,6
47341,farmer need information regarding weather forecasting,8
38821,TELL ME MASROOM TRAINING CONTACT NUMBER,3
80833,ASKING ABOUT THE CONTROL OF BORER IN PAPAYA.,6
8903,nutrient management in sugarcane..?,5
14923,farmer want to know about weather information for  rewa district?,8
21116,information regarding increasing production in mustard ?,1
90011,asking about market rate for castor,4
12339,Information regarding weather of hisar.?,8
91025,GROWTH IN LEMON,6
54403,how to Control root rot in watermelon ?,0
97206,farmer want to know information about fungal attack in ginger crop ?,6
68251,asking about govt. schemes information,3
22694,nutrient use in black gram ?,1
97863,ASKED ABOUT MARKET RATE OF COTTON?,4
87380,Asking about copra market information,4
48027,Weather forecasting for Ujjain district of Madhya Pradesh?,2
85165,REGARDING WEATHER FORECAST?,8
58745,kapash ka beejder bataye?,0
12955,Asking about market price Black gram,4
544,information about flower dropped of pomegranate ?,8
83331,Fertilizer use in sugarcane....?,1
51759,Information regarding Weather of thanesar  ?,8
2125,Ask about post emergence herbicide in ground,9
30308,Weather information District Kaushambi....?,8
3702,asking about tiurvannamalai weather report,8
91141,ASKING ABOUT WEATHER REPORT IN HOOGHLY DISTRICT,6
2315,information regarding how to control borers in brinjal crop ?,6
76405,FRUIT ROTTING IN TOMATO,6
86894,Farmer want to know information about weather of Dhar district?,8
93414,Asking about weather detail in avinashi,8
78909,WEATHER REPORT---KHERI...?,8
93141,Asking about leaf spot management in Crossandra,6
66579,Crop insurance Details,0
26438,TELL ME CONTROL OF FLOWER DROPPING IN DATEPALM ?,6
70060,Asking about vellore agriculture engineering department contact number,3
2764,ASKED ABOUT MARKET RATE OF POMEGRANATE ?,4
72688,"plz, tell me weather information for bulandshahar?",8
48683,information to deep ploug in soil,2
30877,insect problem in mango...?,6
62715,Termites control in Paddy crops ?,8
91033,ASKING ABOUT CONTROL LEAF SPOT DISEASE IN ONION,6
80093,Asking about White grubs management in groundnut,6
37330,tell me moong varaity .,7
41017,TELL ME DISEASE CONTROL IN CLUSTER  BEAN ?,6
13436,farmer to know about control of white gurb in soyabean?,6
92817,TELL ME CONTACT TO AG DEPTT. OF YOUR DISTT. ?,8
49760,TELL ME PANT KRISHI BHAWNA CONTRACT,2
41195,"Powdery or Downy or Blight(????,????) on pomegranate?",1
48269,Information regarding control of pest insect in cotton ?,6
53705,Information regarding to Weather in Sonipat  ?,8
66038,TELL ME NUTRIENT MANAGEMENT in wheat AND  aphid control in Isabgol.,5
54234,termite problem in papaya field?,6
26149,Asking about small onion Basal Rot management,8
53658,dhaan me ropai ke bad kherpatwar ko niqaalne ke liye dawa koun si daale?,9
98543,asking about Arecanut top dressing fertilizers,1
68123,ptoblem of topshoot borer in the sugaracane crop...?,6
71683,TELL ME APID CONTROL IN COTOTN,6
22644,farmer asking weather information ?,8
68553,weather information of muzaffarnagar?,8
82597,Bakanae disease in paddy?,6
31563,Asking about intercrop in banana,0
11154,Farmer needs information regarding weather forecast for  sohagpur tehsil ?,8
72770,asking about Madurai district weather Report,8
49322,WEATHER REPORT OF SONAMUKHI BLOCK IN BANKURA DISTRICT.,8
74928,ASKING ABOUT THE CULTIVATION PRACTICE OF STRWBERRY.,0
63662,TELL ME WEATHER INFORMATION OF JODPUR,8
85509,weed management in pigeon pea crop ?,9
39054,fruit drop in mango ..?,6
63856,farmer wants to know weather information of  Sheopur district ?,8
92403,"Attack of Aphids,Thrips and Jassids on cotton?",6
17996,Viral diseases,6
53094,Asked about cumbu (Bajra) basal fertilizer,5
25456,Told the variety of maize,7
76917,Asking about Anthracnose in cashewnut,5
67135,How to control stem borer in paddy crop?,0
68054,inforamtion regarding control of weeds in sorghum?,9
84183,for boring in the field?,0
82760,How to control of fungal attack in crop?,2
59410,Fertilizer use in paddy?,6
34825,spray schedule in apple trees  ?,6
46235,TELL ME WEATHER REPOE IN JODHPUR,8
2083,Asking about Details about Chicks availability,7
26205,"plz, tell me weather information for unnao",8
15489,FERTILIZER DOSE FOR SOYABEAN?,1
89027,WEATHER REPORT OF BAR MAGURA VILLAGE IN BANKURA DISTRICT.,8
17281,Information regarding to weather in KARNAL?,8
44132,makka ki growth ke liye ?,6
19382,BOLLWORM ATTACK ON COTTON ?,6
47855,farmer want to know information about  weather of shajapur district ?,8
56165,fertilizer doze in wheat,2
55027,TELL MEWEATHERR EPORT IN,8
86980,Farmer needs information regarding weather for sehore dist.?,8
11421,TEAK CULTIVATION,0
60530,FRUIT CRACKING IN CITRUS,5
98736,Weather information ?,0
84559,Information regarding weather  in hisar ?,8
98910,KUNDAROO PLANTS DRYNESS....?,6
48280,asked about dharmapuri cocoon market rate,5
7786,WEATHER REPORT OF GOALPOKHOR,8
20879,tell me about disease and pest control in PADDY  ?,6
38753,Asking about weather report for edappadi,8
97098,Ask about GSFC call center information number,0
39942,asking about Red spider mite in rose,6
6997,Information regarding to weather in Jind?,8
94290,Top borer control in Sugarcane crops information ?,2
71389,maize variety information,0
77514,TELL ME CONTROL OF BACTERIAL BLIGHT DISEASE IN WHEAT ?,5
22519,asking about amirtha karaisal preparation,1
13820,Asking about sowing season for CO (R) 51 paddy,0
32072,growth and development of urd bean ?,5
52091,Control of canker in apple plants are spray copper ox chloride @ 600gm/200litre of water.,6
96644,TELL ME CONTROL OF FLOWER DROPPING OF POMEGRANATE,6
40854,Farmer  wants  to know information about fertilizer  schedule in soybean?,1
65452,foliage spray for cluster  bean ?,5
54562,Asking about weather forecast Basmat Taluka?,8
12632,asking about zinc deficiency in moringa,5
54553,Information regarding how to control leaf minor or pod borer in moong crop ?,6
12919,information about solar pump?,3
51342,Asked about bhendi pre - emergence weed management,0
92032,weather informtion is asking?,8
90880,Farmer needs information regarding fungal attack in  tomato crop?,6
94413,KHIRA ME POSAK TATU PIRYOG..,6
63064,stem rot problem in okra crop,6
17515,"asked about Krishi Vigyan Kendra, Solapur contact number?",3
87581,Asking about Coimbatore cocoon market rate,4
22968,Asking about root rot management for Jathimalli,6
88287,REGARDING SPRAY IN MANGO ?,0
5999,Control of fruit rot in Pumpkin,6
20144,TELL ME SUBSIDY IN DIGGI,6
43536,tell me Guar prices in Hanumangarh mandi,4
41320,hindi,3
32585,Asked about Basal fertilizer management for maize,1
60511,Asking about rabbit control in sugarcane field,0
3105,dhan ki fasal ki pattiya upar se sukh rahi hai ......?,6
28021,BULANDSHAHR KA MAUSAM...?,8
83860,weed control in mentha ...?,6
68979,Asking about powdery mildew management in sesame,6
61822,INFORMATION REGARDING CONTACT NO. OF KVK FARIDKOT ?,0
75072,TELL ME DISEASE COONTROL IN CUMIN ?,6
4746,Asking about Suitable bhendi varieties,0
74634,Weather informaion of Auraiya?,8
8209,ahid control in wheat crop..?,6
83943,WEATHER REPORT--ALLAHABAD.....?,8
93790,Hopper control in Mango plants information  ?,6
76246,insect control in bitter gourd ...?,6
8342,Farmer need weather   information of morena district  of madhya pradesh.?,8
47104,Pashupalan vibhag ka nambar ?,4
11673,larvae of white fly in bottle guard and bitter gourd,6
75113,weather information in  sambhal ?,8
88617,crop protection in sugarcane?,6
57927,asking nutrient manage ment in paddy....?,5
44838,Dhan ki pati lal hai ?,8
22195,farmer want to know information about  weather of Gadarwara?,8
93842,asking about Rhizome weevil management in banana,6
97818,Weather Information District Lalitpur......?,8
80223,ARHAR BLIGHT,2
88252,Information regarding control of flower/fruit dropping in beans?,8
18804,asking about need for drip subsidi,3
71467,sugarcane me Gibberellic acid kitna de.....?,5
85599,TELL ME SUBSIDY IN SPREY TANK,6
98293,asking ABOUTB  leaf curl in chilli,6
12264,TELL ME ABOUT OF TIKKA DIEASE IN GROUNDNUT ?,6
95651,TELL ME NUTRIENT MG. IN WHEAT ?,1
89806,SPRAY SCHEDUKLE IN APPLE,6
36185,plant protection for blight of tomato ?,6
74177,farmer want to know information about disease management of buffalo?,6
30287,Asking about Banana weed management,4
29677,information about mentha ....?,6
1597,Weather forecasting for ajaigarh tehshil panna district of Madhya Pradesh?,8
45204,Farmer needs information regarding control measures of termite in soybean crop?,6
19576,TELL ME ABOUT WHITE CONTROL IN COTTON ?,6
18852,Attack of Shoot borer in brinjal?,6
74083,insect problumes in paddy crops,8
46133,Asking about top dressing fertilizer management for Tuberose,1
47819,leaf spot and aphid proble in cucumber,6
25072,information groundnet ?,1
70452,Please give me weather information .......?,4
68328,TELL ME ABOUT ASK FOR MUSHROOM CULTIVATION ?,3
6739,asking about root rot management in cucumber,6
25133,msp of potato ....?,4
76055,Asking about sorghum sowing season,0
55996,Asking about weather forecast ?,2
30755,Asked about sesame leaf feeder management,6
48879,Attack of White Fly ?,6
27974,information regarding how to control fungal disease in cotton ?,8
47526,About adhar link ?,4
99152,asking about algae control under paddy field,0
98101,TELL ME TRMIT CONTROL IN LEMON,6
14970,TELL ME SUBSIDY ON JAL HOUZ,3
6570,SJS IN APPLE TREES?,6
45759,TELL ME ABOUT THE CONTROL OF POD BORER IN URD,6
85142,Information regarding  yellowness/growth  in  wheat crop ?,2
88309,weather information rampur?,8
42233,Asking about control white fly and Mealy bug in brinjal,6
48692,TELL ME SUBSIDY ON  FENCING,3
64853,attack of yellow mosaic disease ?,6
65483,TELL ME PEST CONTROL IN GROUNDNUT ?,6
10598,weatrher information.....?,8
62493,sowing time of radish ?,6
76994,asking about weed mamngenet ?,8
26513,farmer wants to know information about weather for your chhatarpur district?,8
98635,asking about leaf caterpillar management chrysanthemum,6
48160,asking about Papaya mealybug management,6
55637,stem borer attack in wheat crop?,6
69557,nutrient management in cotton...?,5
95115,Farmer wants to know information about how to increase growth of maize ?,0
69087,ASKING ABOUT WEATHER REPORT OF RAMPURHAT-1 BLOCK IN  BIRBHUM DISTRICT .,8
99281,TELL ME ABOUT TERMITE CONTROL IN CUMIN ?,6
89386,TELL ME ABOUT MANDI BHAV OF COTTON IN SANGARIYA ?,4
54888,farmer want to know how to control sucking pest in lobia crop ?,6
52896,WEATHER REPORT---HAMIRPUR...?,8
60005,GANNE KI FASAL KI GOV ME KEET LAGA HUA HAI ....?,6
21282,TELL ME CONTROL THRIPS IN TARBOOJ,8
79207,TELL ME FLOWER DROPING CONTROL IN POMEGRANATE,6
32351,Asking about Tube rose basal Dressing fertilizer application,0
32134,Information regarding Weather of KARNAL ?,8
3665,Information regarding  weather of gurgaon  ?,8
827,asking about Optimum age of seedlings for quick establishment,0
55542,Asking about agri related application,3
39343,farmer wants to know information about weather in umaria tehsil ?,8
6697,Farmer wants to know information about weather of Maihar  block?,8
89046,gane me kida laga hai,3
88373,water melon market information,4
1885,FERTILIZER DOSE FOR SUGARCANE ?,1
30206,Ask about  Bacterial Blight,8
4515,mirch ka ful jhad raha hai ...?,6
6212,weather of fatehabad ?,8
52748,remedy from wilt in bhindi ..?,6
69400,Variety of Bajra ?,7
28991,information about pointed gourd ....?,6
97350,management in  wheat  nutrient.,5
67236,Pashu palan sambandhit jankari lena hai ?,6
11793,Yellow rust problem in wheat crop...,6
62834,Farmer need weather information of dhar district of madhya pradesh ?,8
82732,TELL ME WEATHER REPORT IN JA;ORE,8
18927,farmer want to know information about collection of soil sample for soil testing?,8
87259,HOW TO CONTROL IMPROVED GROWTH IN PADDY CROP?,5
6657,pod borer in the red gram,6
16312,"plz, tell me weather information for marian?",8
98145,information for sugarcane pedhi?,5
187,TELL ME CONTROL OF FLOWER DROPING IN LEMON ?,5
5266,TELL ME CONTROL OF FLOWER DROPPING  ?,5
49922,farmer wants to know information about weather for seoni district?,8
1781,TELL ME control of gram pod borer in the gram crop,6
54446,weed control groundnut Pre Emergence Herbicide..?,8
56828,Farmer want to store of wheat ?,0
57317,Asking about Induce flowering in chilli,5
67305,asking about need for papaya seedlings,0
21248,TELL ME CONTROL OF FLOWER DROPING OF MANGO,6
13900,Govewrnment schemes information ?,3
38507,Asking about weather forecast Pusad Tahsil  ?,8
71935,paddy crop growth information..?,1
83228,Farmer want to know information about control of blast of paddy ?,6
93064,ASKING ABOUT MORE GROWTH OF MANGO.,5
68350,Farmer wants to know information about weather of their Udaipura district?,8
84679,asking about whitefly management in brinjal,6
13204,asking about gall midge in mango,6
50060,How to control fruit dropping in lamon ?,6
67261,how to Control root borer in Pea ?,0
87770,Asking about Suitable varieties for Blackgram (Chithiraipattam),7
27479,asking about zinc deficiency in guava,5
90965,gane me dimac lagi hai,8
12953,Asking about Top fertilizer management in bitter gourd,5
93000,Mustard aphid,6
95161,TELL ME DISEASE CONTROL OF MOTH,6
32124,Aphids control in coriander..?,6
9135,TELL ME ABOUT MANDI RATE OF MUSTARD ?,4
94119,Asking about Foliar spray in paddy,5
47430,TELL ME CONTACT NUMBER RAJFED ADHIKARI KOTA DISTRICT  ?,2
67461,Asking about Weather detail for Tirunelveli dist,4
96159,Asking about weather forecast? ATTACK OF LEAF EATING CATERPILLAR ?,8
82889,Asked about chilli nursery preparation,5
61832,asking about Neera production and distribution license,4
38360,nutrient for  paddy......?,5
50812,Attack of Jassids/Leaf hoppers ? ???????,6
15460,ALTERNARIA leaf spotting incidence is more than 20% IN APPLE LEAVES?,6
43693,Provide information about cultivating cowpea...?,8
78256,veriety for urd crop?,7
99187,DIESEL PUMPSET SUBSIDY INFORMATION,3
86260,Asked about maize stem borer management,6
91157,weed management of dhan ...?,9
63326,white fly control in wheat crop ?,6
56083,asking about ATTACK OF SUCKING PEST on cotton ?,6
93496,Plant growth promote in paddy ?,0
20306,ask about general information,5
80384,termite control in mango,6
469,TELL ME ABOUT FOR PROPER GROWTH IN CABBAGE ?,5
35762,TELL ME VARIETY OF ROUND MELON ?,8
64192,verities of water melon,6
58833,asking about beans suitable season,0
77789,Farmer need information regarding fertilizer dose in maize crop ?,5
47319,farmer wants to know weather information of  sagar district ?,8
22546,DHAN KI FASAL ME KEET LAGA HUA HAI ....?,6
44135,Asking about Induce flowering in citrus,5
4225,Provide information about government schemes.../,3
44567,FERTILIZER USE IN CHILLIES...,1
50835,asking about amaranthus post harvest management,0
61090,Asked about mealy bug management in brinjal,5
77691,HOW TO CONTROL FUNGGAL ATTACK IN MAIZE ?,6
90614,Weather information of Mahoba ...?,8
28477,Nutrients management in Watermelon,5
88136,Farmer want to know information about weather of shahdol district?,8
52245,TELL ME CONTROL OF THRIPS IN ONION,6
11698,Farmer need information how to enhance flowering black gram crop ?,0
61950,Asking about season for watermelon,5
55329,LEAF EATING CATER PILLAR IN COWPEA,6
12431,Leaf caterpillar insect control in Paddy crops ?,8
50630,Asking about Namakkal Krishi Vigyan Kendra contact number,3
61367,shoot borer control in brinjal crop ?,6
73687,pre mature fruit rot of jackfruit,6
60155,"Asking about brinjal Stem borer ,Hadda / spotted beetle in brinjal",6
4130,growth and development of paddy crop ?,5
87629,ASKING ABOUT SPRAY FOR CONTROLLING FLOWER DROP ?,0
81482,how to control SUCKING pest IN  ribbed gourd crop ?,6
65201,Information regarding to Control of insect pest in fruit crop ?,6
64591,"Attack of Aphids,Thrips and Jassids  IN COTTON?",6
36472,farmer want to know about control of girdle beetle in soyabean?,6
85132,Asking about TNAU Department of Fruit Crops contact number,0
81743,ASKING ABOUT CONTROL OF SHOOT AND FRUIT BORER IN BRINJAL .,6
68127,ATTACK OF LEAF EATING CATERPILLAR ? ???? ?????? ???,6
344,solar pump par punjikaran ke liye ?,3
6412,TELL ME CONTROL OF FLOWER DROPING in pomegranate,6
96384,TELL ME CONTROL OF WHITEFLY IN GWAR  ?,6
1028,Asking about scale management in Curry leaf,6
63453,tell me weather INFORMATION,8
78823,Asked about Coimbatore today weather Report,5
70009,Weather of bhiwani ?,8
5662,Farmer needs information regarding control measures of pest in tomato?,6
79364,information regarding the contact of Department of Animal Husbandary Amritsar ?,8
87775,asking about sornavari paddy varieties,0
42524,Information regarding to weather in palwal?,8
85235,flower droping control infarmetion of cucurbiteceac crop ?,6
13919,Insect problem in aonla?,6
97864,TELL ME CONTROL OF FLOWER DROPPING MANGO ?,1
61023,Ask about fruit cracking problem,6
75725,weather of Shimla ?,6
94599,TELL ME FLOWER DROP CONTROL IN lemon ?,6
66840,Mango Disease,6
11218,Stem rot in Paddy seedlings,6
97508,Farmer needs information regarding control measures of termite in groundnut crop?,6
85029,Fertilizer management,1
39419,TELL ME CONTROL OF FLOWER DROPPING IN COTTON ?,5
9276,Farmer want to know information about  weather of your district ?,2
41016,asking about Theni today weather Report,5
64436,kira me red bettle lag rahe hai ?,6
64369,weather infarmetion ?,1
71378,Asking about weather forecast ? SEED TREATMENT TO SOYABEAN  ?,8
42252,Asking about Anthracnose in Mango,6
6481,Cltural practice in Tulsi ?,0
48779,Farmer needs weather information regarding forujjain dist. of state madhya pradesh?,8
29778,Asking about Powdery mildew in chilly,5
89218,ABOUT KISAN SUVIDHA APP,3
100401,mandi rate information of Gram in Jhansi ?,4
15983,RAT CONTROL IN PADDY CROP,0
39016,Asking about Maize top dressing fertilizer management,1
68179,TELL ME WEATHER REPORT IN NHANUMANGARH,8
82456,Leaf Folder in PaddY Crop?,6
7581,TELL ME TERMAIT CONTROL IN TOMATO ?,6
21881,root rot in French bean ..?,6
87359,Krishi yantra ki jankari ...?,0
97367,Farmer need information regarding control measures of caterpillars in soybean crop?,6
61776,Attack of Jassid?,0
50172,Asked about guava planting season and spacing,5
38711,weather iunformation,7
98576,weather information of behat saharanpur?,8
76886,TELL ME THRIPS CONTROL IN MANGO ?,6
84157,blight problem in paddy crop....?,6
66600,how to control leaf minor in mooong ?,6
63519,Asking about Small onion seedling treatment,0
43662,asking about groundnut market rate in Coimbatore,4
29035,Scald problem ?,6
41049,VIRAL DISEASE IN BOTTLE GUARD,6
19199,leaf spot disease in safed musli,6
58647,Information regarding  weather in sirsa ?,8
57579,Regarding Weedicide Spray in Paddy Field?,9
34604,TELL ME MSP OF MUSTERD,4
100532,Ask about yellowing of paddy seedlings,1
47542,nformation regarding how to improve growth in fruits plant?,6
80547,Coimbatore District Veterinary University Training and Research Centre contact number,4
88222,TELL ME CONTROL OF TERMITE IN MOONG,6
42331,aam me baur gir rahe hai ?,8
9680,top shoot borer control in sugarcane crop.....,6
3595,farmer want to know information about weather forecast in sehore district?,8
30326,ganne ki fasal ke liye NPK ki mataa bataye?,1
84263,Asking about Black pepper vines availability,0
66221,Fertilizer dose of apple plants?,6
55250,???? ??????? ??? ???? ??? ????? ?? ????? ???? ?? ??????? ??,8
23428,Information regarding weather of  JIND?,8
14666,TELL ME PEST CONTROL OF BER,6
29292,tell me insect cotrol in guava,6
63203,Farmer want to know information about weather your satna district?,8
50249,TEL ME VARIETY OF URD ?,7
56251,"Plz, Give me weather information district raebareli block mharchandrapur ?",8
30836,Information regarding to Weather in nuh ?,8
73751,REFGARDING SANJOSCALE IN APPLE?,6
9073,ASKING ABOUT CONTROL OF MITE IN ROSE,6
68557,Asking about Villupuram weather Report,8
62976,ASKING ABOUT  MICRO NUTRIENT DEFECIENCE IN POINTED GOURD,0
19524,Information regarding weather in panchkula ?,8
45898,Asking about weather forecast Valva Islampur Tahsil ?,8
67088,TELL ME Agriculture Insurance Company of India Ltd.,4
79639,Asking about block level agriculture office contact number,0
80506,TELL ME APHID CONTROL IN CUMIN?,6
98728,Farmer needs information regarding weather  for   Rajnandgaon district of chhattisgarh state?,8
43895,Asking about fertilizer management for jack fruit,5
52428,sett rott control in Sugarcane crops ?,6
6419,Information regarding weather Bhiwani?,8
24289,Weed management in sugarcane......?,9
29566,Farmer need weather information of your chhatarpur district of madhya pradesh ?,8
9355,Farmer want to know information about weather of ashta block?,8
96451,Farmer want to know information about weather of  MP  state   ?,8
21469,TELL ME VARIETY OF RINJKA ?,7
76300,irrigation in Radish ?,6
74218,Asking about Jamun management in Brinjal,6
54745,deemak ki jankari leni,6
95138,Farmer needs information regarding weather forecast for  sehore  district?,8
14111,FUNGUS ATTACK ON RIDGE GOURD ?,6
90714,ganne me kana rog laga hai?,6
69477,TELL ME CONTACT NUMBER IN ANIMAL HUSBANDRY,3
18826,insecticide spray karane ke kitane din bad pashu ke liye chare ki cuting kare,2
34149,dhhan ki fasal me usi ke akar ki poudhe lambe ho gaye hai kya daale?,8
27532,REGARDING  Flyspeck PROBLEM  IN APPLE?,6
58407,Asking about Whitefly n bhendi,6
52711,asked about shoot and fruit borer in brinjal,5
97652,Attack  Stem Borer? ??? ???,1
11195,Wheather informaiton of Bulandshar?,8
80453,Insect problem in mint..?,6
54291,TELL ME THRIPS IN GARLIC,6
40305,fertilizer doze in maize,2
27493,Information regrading control of root rot in Apple Plant?,6
26593,flower dropping in chilli crop.,6
88579,TELL ME FLOWER DROPING CONTROL IN  MANGO ?,6
82097,Farmer wants to know information about weather in chhatarpur   dist.?,8
5098,information of wheat crop ?,4
38968,Farmer needs information regarding weather for sehore dist. of state madhya pradesh?,8
69024,FERTILIZER IMBALANCE IN MAIZE,1
98266,Farmer needs information regarding weather information for district,8
83881,ASKED ABOUT  SOYBABEAN GROWTH SPRAY?,5
98280,how to control sundi in brijal ?,6
89166,TELL ME FRUIT BORER CONTROL OF TOMATO,6
38054,Farmer wants to know information about Weather forecasting for  sehore district in Madhya Pradesh?,8
75644,asking about cotton spacing,1
70671,Species of bitter gourd,6
89036,TELL ME CONTROL OF FLOWER DROPPING MANGO ?,6
88100,plant protection in bottle gourd?,6
15105,RAINFALL FORECAST IN (KARLAMUNDA)KALAHANDI DIST,8
57076,BANANA VARIETY INFORMATION,0
44953,asking about Tuberose mealybug management,6
26493,fruit drooppin problem in litchi.....?,6
65887,asked about weed management ?,9
6685,Marketing information of Paddy...?,8
60544,plant growth permoter of wheat.....?,1
68389,Nimbu fat raha hai ?,6
91417,Asking about sowing season and variety for Moringa,5
92884,Asked about Semilooper in bhendi,5
27109,Farmer want to know information about better growth of maize crop ?,1
82550,how to control fungal disease in apple ?,6
40690,VERIETY FOR TORIYA(OIL SEE)?,7
36053,information for insect in brinjaal crop?,5
32244,mirch ki fasal ke podho me kale dhabba rag lag raha hai ....?,6
8519,farmer wants to know information about weather for guna district?,8
28482,plassy borer control in sugarcane?,6
76194,kisan panjikarn information ?,8
65758,WEATHER INFORMATION...,8
35527,asking about Late leaf spot control in groundnut,6
79081,ASKED ABOUT MARKET RATE OF TURMERIC ?,4
8848,plant protection in the tomato......?,6
13917,dhan me tana chhedak laga hai,6
29186,khet me urea aur zink ka spray ke dose ke bare me jankari ?,0
33841,TELL ME PLANT PROTECTION IN LOKI,6
62765,Asking about weed management for sesame,9
39543,verieties of bajra ?,8
86584,Information regarding to sowing time of fenugreek crop ?,0
50261,Asking about weather detail for ramanathapuram district,8
95530,clom devvelopment of garlic..?,5
11286,TELL ME DISEASE CONTROL IN GROUNDNUT,6
29498,Information regarding weather report of Narkanda  ?,8
97809,asking about tomato top dressing fertilizer management,5
46591,problem in tameto....?,6
75494,TELL ME ROOT CONTROL IN COTTON ?,6
43888,Asking about weather forecast Bhadgaon Tahsil?,8
95341,madhumakkhi palan par rin ki janakari ?,4
95547,Asking about weather info..?,0
75964,Nutrient management of Tomato crop ?,5
10235,Asking about Weather report for nagapattinam,8
13319,Asking about top dressing management in bhendi,5
42428,farmer want to know information about How to control of fungal attack in onion crop?,8
25430,QUERY REGARDING WEATHER FORECAST,8
68508,canker in apple trees?,6
46449,asking about leaf caterpillar management in tomato,6
58084,ASKING ABOUT ATTACK OF CATTERPILLAR ON ? ??? ?????? ??? ????????? ????-,6
36349,nutrient management of lemon....?,5
27910,tell me contact number of panth bhawan ?,3
83988,flower dropping in point gourd..?,5
26631,TELL ME CONTECT NUMBER CCS Haryana Agricultural University?,3
13316,asked about attack of blight on banana ?,6
48080,Crop protection in Black gram?,6
11639,Information regarding Weather in Assandh ?,8
71211,Fertilizer Use in Paddy...?,6
53225,virus attack on bitter gourd?,6
70680,Asked about Villupuram ragi market information,4
87673,how  to control fungal disease in bean?,0
2163,Asking about banana Iron Deficiency,5
41380,Asked about drumstick leaf caterpillar management,5
58789,farmer want to know information about weather of your  CHHATARPUR district?,8
61197,KHEERE KI FASAL SE PHOOL JHAD RAHE HAI .....?,6
63994,Asking about thiruvallur kvk contact number,0
64998,chane ke phool gir rahe hai,6
94372,asking about fruit flies in water melon,6
28471,plant protection of onion crop.....?,6
61412,Control of Zinc deficiency in Paddy ?,5
26420,DISEASE CONTROL IN PADDY ?,6
29557,INFORMATION ABOUT WEATHER OF BAGHPAT ?,8
76817,kalle nahi nikal rahe ?,5
62645,farmer want to know information about weather forecast in raisen district?,8
40658,Mirch me galan ho rahi hai ?,6
78247,CONTROL OF LEAF CURLING IN CHILLIES,6
59688,ASKJING about thiruvannamalai veterinary department contact number,0
14904,Asking about Agricultural Engineering Department phone number(Vellore district),3
15413,Dhan ke phasal me bikher de .,1
81046,Asking about Foliar nutrient spray for sesame,5
4435,TELL ME FLOWER FALL DOWN IN CITRUS,5
